Time,Bus Voltage(V),Shunt Voltage(mV),Current(mA),Power(mW)
74246.25717711449,4.56,0.78,82.0,360.0
74247.26434016228,4.556,0.91,91.0,420.0
74248.26917791367,4.564,0.93,80.0,360.0
74249.2757139206,4.564,0.78,87.0,400.0
74250.28258705139,4.556,0.92,94.0,420.0
74251.28660988808,4.556,0.91,91.0,420.0
74252.29361748695,4.56,0.78,79.0,360.0
74253.29864382744,4.556,0.91,92.0,420.0
74254.30491828918,4.56,0.79,80.0,360.0
74255.31006383896,4.564,0.77,75.0,320.0
74256.31619668007,4.556,0.91,93.0,420.0
74257.32392597198,4.564,0.79,78.0,360.0
74258.32769680023,4.564,0.78,76.0,360.0
74259.3345439434,4.556,0.95,92.0,420.0
74260.33926391602,4.564,0.74,76.0,360.0
74261.34640717506,4.564,0.8,80.0,360.0
74262.35013580322,4.556,0.92,88.0,400.0
74263.3570702076,4.564,0.78,74.0,320.0
74264.36451649666,4.56,0.83,90.0,420.0
74265.3687236309,4.556,0.89,86.0,400.0
74266.3754222393,4.56,0.78,78.0,360.0
74267.38041448593,4.552,0.93,92.0,420.0
74268.38683915138,4.556,0.93,93.0,420.0
74269.39411091805,4.56,0.9,79.0,360.0
74270.39804410934,4.556,0.96,90.0,420.0
74271.4048833847,4.556,0.92,94.0,420.0
74272.40990877151,4.56,0.79,83.0,400.0
74273.41639757156,4.564,0.78,77.0,360.0
74274.42016506195,4.556,0.93,91.0,420.0
74275.42773652077,4.56,0.78,78.0,360.0
74276.43468546867,4.56,0.77,77.0,360.0
74277.43835639954,4.556,0.91,92.0,420.0
74278.44612693787,4.564,0.79,78.0,360.0
74279.4497847557,4.556,0.79,79.0,360.0
74280.4574663639,4.556,0.91,90.0,420.0
74281.46103811264,4.56,0.8,77.0,360.0
74282.46840596199,4.552,0.9,97.0,420.0
74283.47543215752,4.552,0.91,92.0,420.0
74284.47939777374,4.56,0.82,79.0,360.0
74285.4864449501,4.56,0.77,78.0,360.0
74286.49043297768,4.552,0.97,91.0,420.0
74287.49753689766,4.56,0.8,78.0,360.0
74288.50204825401,4.556,0.95,94.0,420.0
74289.5090265274,4.556,0.94,77.0,360.0
74290.51608300209,4.56,0.79,77.0,360.0
74291.51968479156,4.552,0.94,95.0,420.0
74292.52699899673,4.556,0.89,96.0,420.0
74293.53171992302,4.56,0.75,76.0,360.0
74294.53843593597,4.552,0.91,94.0,420.0
74295.54578256607,4.56,0.78,76.0,360.0
74296.54918313026,4.56,0.77,76.0,360.0
74297.55670022964,4.552,0.93,97.0,420.0
74298.56138563156,4.556,0.91,90.0,420.0
74299.56757378578,4.56,0.83,76.0,360.0
74300.5724105835,4.56,0.78,78.0,360.0
74301.57941055298,4.556,0.9,91.0,420.0
74302.58650970459,4.56,0.75,82.0,360.0
74303.59019613266,4.552,0.85,94.0,420.0
74304.59765434265,4.556,0.92,92.0,420.0
74305.60149121284,4.56,0.75,77.0,360.0
74306.60829758644,4.56,0.79,92.0,420.0
74307.6134326458,4.552,0.94,96.0,420.0
74308.62002110481,4.552,0.9,89.0,400.0
74309.62721729279,4.552,0.94,96.0,420.0
74310.63098311424,4.56,0.94,77.0,360.0
74311.63802528381,4.56,0.78,75.0,320.0
74312.64218425751,4.552,0.94,93.0,420.0
74313.64920020103,4.556,0.9,90.0,420.0
74314.65390729904,4.56,0.78,77.0,360.0
74315.6609711647,4.552,0.9,91.0,420.0
74316.66758108139,4.56,0.76,77.0,360.0
74317.67180609703,4.56,0.79,80.0,360.0
74318.6791396141,4.552,0.91,89.0,400.0
74319.6836078167,4.56,0.79,78.0,360.0
74320.68983125687,4.56,0.77,76.0,360.0
74321.69730639458,4.556,0.9,91.0,420.0
74322.70134973526,4.556,0.78,76.0,360.0
74323.7083158493,4.56,0.78,82.0,360.0
74324.71275615692,4.548,0.92,98.0,460.0
74325.71945762634,4.556,0.89,88.0,400.0
74326.72369670868,4.556,0.75,86.0,400.0
74327.73088955879,4.552,0.94,92.0,420.0
74328.73764038086,4.56,0.76,77.0,360.0
74329.7422401905,4.56,0.77,82.0,360.0
74330.74950623512,4.556,0.92,92.0,420.0
74331.75327181816,4.556,0.88,78.0,360.0
74332.75995182991,4.556,0.82,80.0,360.0
74333.76477336884,4.552,0.91,91.0,420.0
74334.77119278908,4.56,0.78,77.0,360.0
74335.77875971794,4.56,0.8,77.0,360.0
74336.78297781944,4.552,0.93,95.0,420.0
74337.78986382484,4.556,0.82,77.0,360.0
74338.79444217682,4.56,0.78,77.0,360.0
74339.80065369606,4.552,0.94,94.0,420.0
74340.80825662613,4.56,0.75,78.0,360.0
74341.81266784668,4.56,0.76,77.0,360.0
74342.81956911087,4.552,0.98,94.0,420.0
74343.82370257378,4.56,0.79,76.0,360.0
74344.83058452606,4.556,0.93,92.0,420.0
74345.8353292942,4.552,0.88,92.0,420.0
74346.84175801277,4.556,0.78,76.0,360.0
74347.84847092628,4.556,0.79,93.0,420.0
74348.85269236565,4.552,0.92,91.0,420.0
74349.8597342968,4.556,0.76,78.0,360.0
74350.86416983604,4.548,0.94,91.0,420.0
74351.87155008316,4.552,0.92,75.0,320.0
74352.87517666817,4.56,0.83,78.0,360.0
74353.88237667084,4.552,0.91,90.0,420.0
74354.88910031319,4.552,0.95,93.0,420.0
74355.89341330528,4.556,0.77,79.0,360.0
74356.90047597885,4.556,0.75,78.0,360.0
74357.90493035316,4.552,0.94,92.0,420.0
74358.91241121292,4.56,0.79,77.0,360.0
74359.91613864899,4.552,0.95,91.0,420.0
74360.9228155613,4.552,0.93,90.0,400.0
74361.92983675003,4.56,0.79,75.0,320.0
74362.93458366394,4.56,0.82,76.0,360.0
74363.94147157669,4.552,0.93,91.0,420.0
74364.94565367699,4.56,0.77,80.0,360.0
74365.95285463333,4.552,0.79,100.0,460.0
74366.95943522453,4.548,0.92,93.0,420.0
74367.9636836052,4.56,0.78,81.0,360.0
74368.9706773758,4.556,0.78,83.0,400.0
74369.9754114151,4.552,0.95,94.0,420.0
74370.98271894455,4.552,0.9,90.0,420.0
74371.98675322533,4.552,0.94,91.0,420.0
74372.99321699142,4.556,0.91,77.0,360.0
74374.00072002411,4.556,0.75,78.0,360.0
74375.0043592453,4.552,0.94,93.0,420.0
74376.01193261147,4.552,0.88,90.0,420.0
74377.01640963554,4.56,0.77,77.0,360.0
74378.02250266075,4.548,0.98,92.0,420.0
74379.02750062943,4.556,0.79,76.0,360.0
74380.0344107151,4.56,0.79,76.0,360.0
74381.04124093056,4.552,0.93,95.0,420.0
74382.04533934593,4.552,0.91,91.0,420.0
74383.05261445045,4.556,0.83,76.0,360.0
74384.05696940422,4.552,0.91,92.0,420.0
74385.06396603584,4.556,0.79,77.0,360.0
74386.06763744354,4.556,0.76,78.0,360.0
74387.07541584969,4.548,0.9,95.0,420.0
74388.08167982101,4.552,0.91,91.0,420.0
74389.08589911461,4.556,0.76,78.0,360.0
74390.09286236763,4.556,0.8,97.0,420.0
74391.09714460373,4.548,0.92,97.0,420.0
74392.10447096825,4.556,0.77,77.0,360.0
74393.11132526398,4.552,0.94,92.0,420.0
74394.11556863785,4.556,0.92,78.0,360.0
74395.12309908867,4.556,0.78,77.0,360.0
74396.12661600113,4.548,0.95,91.0,420.0
74397.13356995583,4.556,0.75,79.0,360.0
74398.13862586021,4.556,0.78,77.0,360.0
74399.14546561241,4.548,0.91,90.0,420.0
74400.15241289139,4.552,0.78,77.0,360.0
74401.1563065052,4.556,0.78,82.0,360.0
74402.16308140755,4.552,0.89,95.0,420.0
74403.16780686378,4.556,0.77,78.0,360.0
74404.1743247509,4.556,0.75,74.0,320.0
74405.17931962013,4.552,0.94,91.0,420.0
74406.1854531765,4.556,0.76,81.0,360.0
74407.19258356094,4.552,0.9,92.0,420.0
74408.19687247276,4.552,0.94,92.0,420.0
74409.20450544357,4.556,0.75,77.0,360.0
74410.20847058296,4.556,0.76,86.0,400.0
74411.21550559998,4.552,0.95,91.0,420.0
74412.21951556206,4.556,0.74,75.0,320.0
74413.22651863098,4.556,0.78,79.0,360.0
74414.23320794106,4.548,0.94,94.0,420.0
74415.23840665817,4.548,0.96,84.0,400.0
74416.24441552162,4.548,1.0,94.0,420.0
74417.24956011772,4.552,0.92,90.0,400.0
74418.25642848015,4.556,0.76,79.0,360.0
74419.26267814636,4.556,0.78,76.0,360.0
74420.2674074173,4.552,0.9,90.0,400.0
74421.27478170395,4.556,0.76,82.0,360.0
74422.27900791168,4.556,0.79,79.0,360.0
74423.28560447693,4.552,0.91,94.0,420.0
74424.28948545456,4.556,0.78,80.0,360.0
74425.29729008675,4.556,0.77,77.0,360.0
74426.30340790749,4.548,0.95,94.0,420.0
74427.30780816078,4.556,0.79,79.0,360.0
74428.31551861763,4.556,0.77,76.0,360.0
74429.31968021393,4.548,0.93,90.0,420.0
74430.32617044449,4.552,0.79,77.0,360.0
74431.3308057785,4.552,0.77,90.0,400.0
74432.33741760254,4.548,0.94,94.0,420.0
74433.34488868713,4.548,0.94,92.0,420.0
74434.34843540192,4.552,0.95,92.0,420.0
74435.35585999489,4.548,0.9,94.0,420.0
74436.36016869545,4.548,0.84,83.0,400.0
74437.36719036102,4.548,0.9,93.0,420.0
74438.37170815468,4.548,0.89,89.0,400.0
74439.37823748589,4.556,0.78,81.0,360.0
74440.3856022358,4.548,0.91,93.0,420.0
74441.389346838,4.552,0.78,77.0,360.0
74442.39636468887,4.556,0.75,77.0,360.0
74443.40075659752,4.548,0.9,95.0,420.0
74444.40784931183,4.548,0.9,93.0,420.0
74445.41475057602,4.552,0.77,75.0,320.0
74446.41859769821,4.552,0.8,77.0,360.0
74447.4258043766,4.548,0.89,93.0,420.0
74448.43081116676,4.552,0.77,80.0,360.0
74449.43689894676,4.552,0.78,81.0,360.0
74450.44141221046,4.548,0.9,93.0,420.0
74451.44892668724,4.556,0.82,78.0,360.0
74452.45581817627,4.548,0.82,94.0,420.0
74453.45953178406,4.548,0.94,91.0,420.0
74454.46643209457,4.556,0.77,78.0,360.0
74455.47158765793,4.548,0.92,93.0,420.0
74456.47776317596,4.548,0.91,93.0,420.0
74457.48197507858,4.552,0.93,77.0,360.0
74458.48941850662,4.548,0.93,92.0,420.0
74459.4965994358,4.556,0.76,79.0,360.0
74460.5005762577,4.552,0.8,78.0,360.0
74461.50743556023,4.548,0.95,93.0,420.0
74462.51199507713,4.552,0.77,78.0,360.0
74463.51880955696,4.556,0.8,77.0,360.0
74464.52317786217,4.548,0.97,94.0,420.0
74465.52979421616,4.556,0.76,76.0,360.0
74466.53696632385,4.556,0.78,77.0,360.0
74467.54128456116,4.548,0.92,93.0,420.0
74468.54841184616,4.552,0.8,80.0,360.0
74469.55257940292,4.548,0.9,86.0,400.0
74470.55954861641,4.556,0.78,89.0,400.0
74471.56641769409,4.548,0.99,92.0,420.0
74472.57023572922,4.556,0.75,75.0,320.0
74473.57741236687,4.544,0.93,92.0,420.0
74474.58220171928,4.548,0.93,92.0,420.0
74475.58932423592,4.556,0.77,76.0,360.0
74476.59364271164,4.548,0.94,96.0,420.0
74477.59998345375,4.548,0.89,93.0,420.0
74478.60727405548,4.552,0.77,77.0,360.0
74479.61156439781,4.548,0.93,95.0,420.0
74480.6184334755,4.552,0.77,78.0,360.0
74481.62251353264,4.552,0.81,78.0,360.0
74482.62961792946,4.548,0.92,91.0,420.0
74483.63444447517,4.552,0.8,75.0,320.0
74484.64141201973,4.552,0.74,75.0,320.0
74485.64832520485,4.548,0.91,91.0,420.0
74486.65187239647,4.552,0.8,79.0,360.0
74487.65877127647,4.552,0.78,76.0,360.0
74488.66334366798,4.548,0.92,90.0,400.0
74489.67026281357,4.552,0.78,80.0,360.0
74490.67451882362,4.552,0.78,82.0,360.0
74491.68156552315,4.544,0.95,94.0,420.0
74492.68881440163,4.548,0.77,77.0,360.0
74493.69294595718,4.552,0.76,84.0,400.0
74494.69980859756,4.548,0.94,91.0,420.0
74495.70419168472,4.548,0.92,90.0,400.0
74496.71118950844,4.548,0.98,95.0,420.0
74497.71848630905,4.548,0.92,93.0,420.0
74498.722219944,4.548,0.76,85.0,400.0
74499.72898674011,4.544,0.84,97.0,420.0
74500.7334997654,4.548,0.89,90.0,400.0
74501.74054574966,4.552,0.78,78.0,360.0
74502.7454419136,4.552,0.76,81.0,360.0
74503.7513999939,4.544,0.96,94.0,420.0
74504.75859856606,4.552,0.77,79.0,360.0
74505.76305794716,4.552,0.77,78.0,360.0
74506.76976323128,4.548,0.93,89.0,400.0
74507.77420639992,4.552,0.74,77.0,360.0
74508.78148508072,4.552,0.75,79.0,360.0
74509.7860558033,4.544,0.93,94.0,420.0
74510.79234910011,4.556,0.77,76.0,360.0
74511.79963898659,4.552,0.76,91.0,420.0
74512.80364704132,4.548,0.92,94.0,420.0
74513.8113219738,4.552,0.79,78.0,360.0
74514.81500768661,4.552,0.79,94.0,420.0
74515.82195591927,4.548,0.93,91.0,420.0
74516.82604789734,4.552,0.88,80.0,360.0
74517.8329539299,4.548,0.96,92.0,420.0
74518.83982777596,4.544,0.92,92.0,420.0
74519.84429764748,4.544,0.76,85.0,400.0
74520.85132169724,4.548,0.9,92.0,420.0
74521.85641646385,4.552,0.79,79.0,360.0
74522.86324691772,4.552,0.76,77.0,360.0
74523.86962676048,4.544,0.91,90.0,400.0
74524.87426948547,4.552,0.79,80.0,360.0
74525.88143444061,4.552,0.78,79.0,360.0
74526.8856921196,4.548,0.94,93.0,420.0
74527.89245414734,4.544,0.91,89.0,400.0
74528.89675998688,4.552,0.76,78.0,360.0
74529.90406775475,4.544,0.95,97.0,420.0
74530.91087675095,4.548,0.94,89.0,400.0
74531.9149723053,4.548,0.89,91.0,420.0
74532.92200493813,4.552,0.77,77.0,360.0
74533.9264292717,4.544,0.93,94.0,420.0
74534.93278098106,4.548,0.8,80.0,360.0
74535.93767929077,4.548,0.76,91.0,420.0
74536.94441509247,4.544,0.91,94.0,420.0
74537.95148015022,4.548,0.83,76.0,360.0
74538.95522522926,4.544,0.92,92.0,420.0
74539.9626736641,4.54,0.92,94.0,420.0
74540.96682190895,4.548,0.83,76.0,360.0
74541.97334837914,4.54,0.94,96.0,420.0
74542.97787070274,4.552,0.75,78.0,360.0
74543.98511195183,4.552,0.76,76.0,360.0
74544.99158716202,4.54,0.97,93.0,420.0
74545.9967224598,4.552,0.76,77.0,360.0
74547.00338292122,4.552,0.78,78.0,360.0
74548.00790452957,4.544,0.92,91.0,420.0
74549.014513731,4.548,0.77,77.0,360.0
74550.02144622803,4.552,0.79,77.0,360.0
74551.0259771347,4.544,0.9,91.0,420.0
74552.03294944763,4.548,0.8,76.0,360.0
74553.03662490845,4.552,0.78,76.0,360.0
74554.04388833046,4.544,0.91,90.0,400.0
74555.0479915142,4.552,0.79,80.0,360.0
74556.05522441864,4.548,0.78,74.0,320.0
74557.06222844124,4.54,0.93,94.0,420.0
74558.06676840782,4.544,0.9,93.0,420.0
74559.0731124878,4.548,0.76,74.0,320.0
74560.07742857933,4.54,0.95,94.0,420.0
74561.08510184288,4.544,0.9,93.0,420.0
74562.08926343918,4.544,0.91,79.0,360.0
74563.09643435478,4.54,0.92,96.0,420.0
74564.10273861885,4.548,0.78,77.0,360.0
74565.10669612885,4.548,0.82,78.0,360.0
74566.11453962326,4.544,0.91,93.0,420.0
74567.11882996559,4.548,0.79,79.0,360.0
74568.12555098534,4.548,0.76,79.0,360.0
74569.12952828407,4.544,0.9,88.0,400.0
74570.13714528084,4.548,0.78,75.0,320.0
74571.14352583885,4.552,0.76,76.0,360.0
74572.14760613441,4.54,0.93,92.0,420.0
74573.15453410149,4.552,0.79,78.0,360.0
74574.15960144997,4.548,0.78,78.0,360.0
74575.16660189629,4.54,0.95,93.0,420.0
74576.17311191559,4.552,0.76,76.0,360.0
74577.17766308784,4.548,0.78,79.0,360.0
74578.18449115753,4.544,0.93,94.0,420.0
74579.18912959099,4.548,0.84,78.0,360.0
74580.19518017769,4.544,0.98,92.0,420.0
74581.2001504898,4.54,0.9,91.0,420.0
74582.2065281868,4.548,0.79,84.0,400.0
74583.21333551407,4.54,0.91,95.0,420.0
74584.2183675766,4.544,0.92,89.0,400.0
74585.22516655922,4.548,0.77,78.0,360.0
74586.22965359688,4.54,0.94,94.0,420.0
74587.23672962189,4.544,0.93,90.0,400.0
74588.24117136002,4.552,0.77,81.0,360.0
74589.24756264687,4.544,0.9,91.0,420.0
74590.25455093384,4.544,0.93,89.0,400.0
74591.25867557526,4.548,0.76,78.0,360.0
74592.26609659195,4.548,0.75,79.0,360.0
74593.27002167702,4.544,0.92,94.0,420.0
74594.27732038498,4.552,0.78,77.0,360.0
74595.28150463104,4.548,0.79,84.0,400.0
74596.28834867477,4.54,0.88,92.0,420.0
74597.29488110542,4.548,0.79,75.0,320.0
74598.29998135567,4.544,0.8,88.0,400.0
74599.30616402626,4.54,0.93,92.0,420.0
74600.31089162827,4.548,0.92,82.0,360.0
74601.31752371788,4.544,0.95,90.0,400.0
74602.32459950447,4.544,0.94,94.0,420.0
74603.32864141464,4.548,0.77,91.0,420.0
74604.33640527725,4.544,0.87,94.0,420.0
74605.34044480324,4.548,0.79,79.0,360.0
74606.34765791893,4.548,0.77,78.0,360.0
74607.35133481026,4.54,0.91,90.0,400.0
74608.35887861252,4.544,0.77,79.0,360.0
74609.36565303802,4.548,0.78,76.0,360.0
74610.36996746063,4.544,0.91,95.0,420.0
74611.37696385384,4.548,0.77,75.0,320.0
74612.38142204285,4.548,0.74,75.0,320.0
74613.38813209534,4.54,0.93,93.0,420.0
74614.39230966568,4.548,0.78,77.0,360.0
74615.39943146706,4.544,0.95,97.0,420.0
74616.40641307831,4.548,0.76,79.0,360.0
74617.41015338898,4.54,0.9,91.0,420.0
74618.41723299026,4.544,0.78,79.0,360.0
74619.42219877243,4.548,0.79,92.0,420.0
74620.4287712574,4.54,0.9,92.0,420.0
74621.4328122139,4.548,0.9,75.0,320.0
74622.43965864182,4.54,0.97,92.0,420.0
74623.44748425484,4.54,0.94,98.0,460.0
74624.45143413544,4.544,0.78,80.0,360.0
74625.45837140083,4.54,0.93,95.0,420.0
74626.4625377655,4.548,0.78,75.0,320.0
74627.46962881088,4.548,0.8,78.0,360.0
74628.47668075562,4.54,0.97,96.0,420.0
74629.4805226326,4.548,0.75,77.0,360.0
74630.48797678947,4.548,0.76,80.0,360.0
74631.49160766602,4.54,0.91,92.0,420.0
74632.49921822548,4.548,0.76,77.0,360.0
74633.50360107422,4.548,0.77,82.0,360.0
74634.51015353203,4.54,0.9,93.0,420.0
74635.51732373238,4.548,0.76,78.0,360.0
74636.52133703232,4.548,0.79,78.0,360.0
74637.52865290642,4.54,0.91,93.0,420.0
74638.53257870674,4.544,0.79,78.0,360.0
74639.54007387161,4.548,0.8,80.0,360.0
74640.54444932938,4.54,0.91,96.0,420.0
74641.55093026161,4.54,0.93,84.0,400.0
74642.55769705772,4.54,0.92,96.0,420.0
74643.56243157387,4.54,0.98,95.0,420.0
74644.56898617744,4.54,0.93,94.0,420.0
74645.57386565208,4.536,0.98,94.0,420.0
74646.58002066612,4.54,0.93,93.0,420.0
74647.58455252647,4.548,0.76,76.0,360.0
74648.59164237976,4.544,0.79,80.0,360.0
74649.59899663925,4.54,0.92,90.0,400.0
74650.60328888893,4.544,0.75,79.0,360.0
74651.60958170891,4.54,0.91,90.0,400.0
74652.61387228966,4.54,0.94,92.0,420.0
74653.62116241455,4.548,0.8,78.0,360.0
74654.62773966789,4.548,0.78,77.0,360.0
74655.63203144073,4.54,0.94,93.0,420.0
74656.63956856728,4.544,0.79,79.0,360.0
74657.64337182045,4.548,0.77,78.0,360.0
74658.65028762817,4.54,0.94,93.0,420.0
74659.65484070778,4.544,0.76,75.0,320.0
74660.66233754158,4.544,0.78,76.0,360.0
74661.66845726967,4.54,0.92,95.0,420.0
74662.67341375351,4.544,0.79,84.0,400.0
74663.68053674698,4.54,0.95,94.0,420.0
74664.6842417717,4.54,0.92,90.0,400.0
74665.69108557701,4.54,0.78,76.0,360.0
74666.69546794891,4.54,0.94,94.0,420.0
74667.70283079147,4.548,0.78,79.0,360.0
74668.70977711678,4.548,0.81,77.0,360.0
74669.71341609955,4.54,0.96,90.0,400.0
74670.72086024284,4.544,0.9,78.0,360.0
74671.72567820549,4.548,0.77,78.0,360.0
74672.73224401474,4.548,0.76,77.0,360.0
74673.73614907265,4.54,0.94,93.0,420.0
74674.74303150177,4.548,0.79,77.0,360.0
74675.75057172775,4.544,0.78,76.0,360.0
74676.75459384918,4.536,0.91,91.0,420.0
74677.76185560226,4.536,0.9,88.0,400.0
74678.76598024368,4.544,0.81,76.0,360.0
74679.77277731895,4.536,0.94,92.0,420.0
74680.77956175804,4.544,0.79,78.0,360.0
74681.78379130363,4.548,0.78,82.0,360.0
74682.79095125198,4.536,0.89,88.0,400.0
74683.79498910904,4.54,0.82,80.0,360.0
74684.8021299839,4.536,0.96,91.0,420.0
74685.80667638779,4.54,0.91,93.0,420.0
74686.81357097626,4.54,0.79,80.0,360.0
74687.82057476044,4.536,0.95,90.0,400.0
74688.82461667061,4.544,0.79,78.0,360.0
74689.83204746246,4.548,0.77,76.0,360.0
74690.83562350273,4.536,0.95,92.0,420.0
74691.8432507515,4.54,0.88,79.0,360.0
74692.8477344513,4.544,0.78,76.0,360.0
74693.85431361198,4.536,0.92,97.0,420.0
74694.86155867577,4.548,0.76,77.0,360.0
74695.86598491669,4.544,0.8,77.0,360.0
74696.87261343002,4.54,0.92,96.0,420.0
74697.87715125084,4.544,0.79,77.0,360.0
74698.88341641426,4.544,0.8,78.0,360.0
74699.8879840374,4.54,0.75,89.0,400.0
74700.89484620094,4.54,0.94,90.0,400.0
74701.90208935738,4.544,0.78,80.0,360.0
74702.90625596046,4.54,0.9,92.0,420.0
74703.913261652,4.54,0.93,91.0,420.0
74704.91725230217,4.54,0.8,80.0,360.0
74705.92428803444,4.536,0.9,94.0,420.0
74706.93107891083,4.536,0.9,96.0,420.0
74707.93558740616,4.54,0.85,76.0,360.0
74708.94231390953,4.54,0.91,91.0,420.0
74709.94665050507,4.544,0.78,78.0,360.0
74710.95438432693,4.544,0.77,76.0,360.0
74711.95868682861,4.536,0.89,93.0,420.0
74712.96503186226,4.544,0.75,77.0,360.0
74713.97244000435,4.536,0.89,94.0,420.0
74714.97688889503,4.54,0.91,92.0,420.0
74715.98362708092,4.54,0.76,78.0,360.0
74716.9877820015,4.54,0.8,82.0,360.0
74717.9945166111,4.536,0.91,91.0,420.0
74718.99887418747,4.544,0.75,78.0,360.0
74720.00552153587,4.544,0.77,80.0,360.0
74721.0131547451,4.536,0.9,92.0,420.0
74722.01730179787,4.54,0.82,79.0,360.0
74723.02408313751,4.544,0.77,75.0,320.0
74724.0282959938,4.536,0.92,91.0,420.0
74725.03565454483,4.536,0.91,92.0,420.0
74726.03936600685,4.536,0.96,91.0,420.0
74727.0468556881,4.536,0.91,90.0,400.0
74728.05369019508,4.54,0.77,91.0,420.0
74729.05823636055,4.532,0.88,97.0,420.0
74730.06448984146,4.536,0.94,91.0,420.0
74731.06941723824,4.544,0.77,78.0,360.0
74732.07652807236,4.54,0.82,81.0,360.0
74733.08277893066,4.536,0.93,91.0,420.0
74734.08761096,4.54,0.82,77.0,360.0
74735.09490418434,4.544,0.77,79.0,360.0
74736.0985326767,4.536,0.91,92.0,420.0
74737.10612535477,4.54,0.78,80.0,360.0
74738.11035609245,4.544,0.78,78.0,360.0
74739.11660194397,4.536,0.92,91.0,420.0
74740.12358736992,4.532,0.89,95.0,420.0
74741.12850356102,4.544,0.72,73.0,320.0
74742.1347398758,4.536,0.94,93.0,420.0
74743.13939332962,4.544,0.75,78.0,360.0
74744.14668345451,4.544,0.77,77.0,360.0
74745.15045619011,4.536,0.94,89.0,400.0
74746.15746688843,4.54,0.78,78.0,360.0
74747.16482543945,4.536,0.97,89.0,400.0
74748.16941046715,4.536,0.89,91.0,420.0
74749.17559742928,4.54,0.79,79.0,360.0
74750.18051552773,4.536,0.9,96.0,420.0
74751.18710970879,4.54,0.87,80.0,360.0
74752.19100666046,4.54,0.83,78.0,360.0
74753.19823431969,4.532,0.9,94.0,420.0
74754.20501422882,4.54,0.85,76.0,360.0
74755.20943760872,4.544,0.78,80.0,360.0
74756.21685862541,4.536,0.92,91.0,420.0
74757.2208340168,4.532,0.96,93.0,420.0
74758.22819042206,4.54,0.78,77.0,360.0
74759.2347779274,4.536,0.93,88.0,400.0
74760.23884153366,4.54,0.78,80.0,360.0
74761.24637722969,4.54,0.76,79.0,360.0
74762.25082087517,4.54,0.78,74.0,320.0
74763.25770640373,4.536,0.9,93.0,420.0
74764.26143598557,4.54,0.79,75.0,320.0
74765.26866674423,4.54,0.78,76.0,360.0
74766.27569413185,4.528,0.91,93.0,420.0
74767.27991843224,4.536,0.84,80.0,360.0
74768.2863843441,4.532,0.93,88.0,400.0
74769.29129529,4.532,0.94,91.0,420.0
74770.29769992828,4.54,0.76,88.0,400.0
74771.30215215683,4.536,0.9,89.0,400.0
74772.30941057205,4.54,0.86,78.0,360.0
74773.31642127037,4.54,0.77,78.0,360.0
74774.32051372528,4.536,0.95,90.0,400.0
74775.32760190964,4.54,0.74,78.0,360.0
74776.33191394806,4.536,0.9,91.0,420.0
74777.33910036087,4.536,0.93,91.0,420.0
74778.34343862534,4.536,0.77,76.0,360.0
74779.35039782524,4.54,0.77,77.0,360.0
74780.35668301582,4.532,0.93,94.0,420.0
74781.36184096336,4.54,0.75,76.0,360.0
74782.36859488487,4.54,0.76,82.0,360.0
74783.37254405022,4.536,0.92,91.0,420.0
74784.37984323502,4.54,0.8,76.0,360.0
74785.38601493835,4.536,0.77,81.0,360.0
74786.39107871056,4.532,0.94,94.0,420.0
74787.39739608765,4.532,0.91,95.0,420.0
74788.401927948,4.536,0.89,78.0,360.0
74789.40937948227,4.532,0.95,92.0,420.0
74790.41361784935,4.532,0.89,97.0,420.0
74791.4200220108,4.54,0.78,91.0,420.0
74792.4270234108,4.536,0.95,95.0,420.0
74793.4311773777,4.54,0.76,77.0,360.0
74794.43805766106,4.54,0.8,76.0,360.0
74795.44327449799,4.532,0.94,97.0,420.0
74796.44941163063,4.54,0.77,78.0,360.0
74797.45437908173,4.54,0.79,79.0,360.0
74798.46110105515,4.532,0.9,92.0,420.0
74799.46842455864,4.54,0.78,77.0,360.0
74800.47178959846,4.536,0.79,78.0,360.0
74801.47951221466,4.536,0.93,92.0,420.0
74802.48350667953,4.532,0.92,93.0,420.0
74803.49079751968,4.54,0.77,76.0,360.0
74804.49436116219,4.536,0.94,93.0,420.0
74805.5021378994,4.536,0.78,80.0,360.0
74806.50886154175,4.54,0.77,77.0,360.0
74807.51258587837,4.536,0.91,89.0,400.0
74808.51967144012,4.54,0.79,82.0,360.0
74809.52473545074,4.532,0.9,93.0,420.0
74810.53088879585,4.528,0.95,89.0,400.0
74811.53772115707,4.54,0.76,80.0,360.0
74812.54238796234,4.536,0.76,93.0,420.0
74813.5494158268,4.532,0.93,95.0,420.0
74814.55354738235,4.536,0.77,77.0,360.0
74815.56053853035,4.532,0.97,92.0,420.0
74816.56522846222,4.536,0.91,76.0,360.0
74817.57193398476,4.54,0.81,78.0,360.0
74818.5792722702,4.536,0.74,78.0,360.0
74819.5836417675,4.536,0.89,90.0,400.0
74820.59025454521,4.54,0.77,75.0,320.0
74821.59437990189,4.54,0.77,76.0,360.0
74822.60133171082,4.532,0.94,91.0,420.0
74823.60588979721,4.536,0.79,79.0,360.0
74824.61268353462,4.54,0.76,78.0,360.0
74825.6199965477,4.532,0.93,92.0,420.0
74826.6235961914,4.54,0.78,77.0,360.0
74827.6313560009,4.536,0.8,79.0,360.0
74828.63535380363,4.532,0.91,95.0,420.0
74829.64245843887,4.536,0.76,86.0,400.0
74830.64668703079,4.528,0.95,95.0,420.0
